Name	K17+ TUMOR
Color	-65536
Coordinates	59
173.5092	21.2583
538.7781	455.0704
551.3564	441.4438
544.0191	427.8173
756.8033	476.0344
711.7308	511.1490
874.7256	558.8420
895.6895	546.2637
889.9244	533.1612
965.9188	588.7157
1108.4738	512.1972
1092.2267	495.9501
1062.8771	519.5346
1031.4312	522.1551
1005.7503	521.6310
414.0425	483.8959
1001.0335	822.4639
1021.4733	839.7591
1045.0578	830.3254
1003.6539	809.3614
1008.8949	799.4035
1023.0456	811.4578
1030.3830	821.4157
1061.3048	822.4639
1070.2145	832.9459
1073.8832	784.7287
1077.0278	808.8373
1030.3830	795.2107
1018.3287	780.0118
1029.3348	770.0540
1036.1481	759.0479
1015.7082	753.8069
1056.0639	761.6684
1083.8411	768.4817
1073.8832	751.1864
1091.7026	750.1382
1126.8172	734.9393
1111.6184	720.7886
1061.8289	736.5116
1018.3287	735.9875
1027.2384	711.3549
1092.7508	662.6137
1047.1542	683.0535
1040.8650	695.1078
1104.8051	694.5837
1097.4677	718.1682
1121.0521	688.2945
1134.6787	675.7161
1140.9679	692.4873
1178.7030	705.5898
1203.3357	709.2585
1229.0166	708.7344
1249.4564	706.1139
1262.0348	674.6679
1219.5828	604.9628
1180.7994	573.5168
668.8869	187.9737
682.5135	162.2928
661.5495	168.5820
