Name	CD8
Color	-65536
Coordinates	56
86.6014	51.1846
262.2558	218.3907
171.0845	71.2494
182.3489	154.6764
210.8331	1192.0048
226.5561	1187.8120
220.7910	1103.4321
298.3576	1099.7634
321.4180	1109.7213
625.3955	1174.7096
586.6121	1008.0461
429.9065	848.1958
415.2317	813.0812
425.1896	813.0812
418.3763	839.8103
217.6464	877.0213
423.6173	948.8229
775.7498	943.1819
790.4246	936.8927
1396.8072	907.0190
1175.1133	994.5436
1354.3552	907.0190
1682.4412	890.7720
1530.9766	1101.4598
1684.5376	828.4042
1588.1034	768.1328
1506.3440	926.4107
1512.1090	920.6456
1791.9780	801.6751
1775.7309	812.1571
1632.6518	817.9222
1240.1016	413.8418
1434.0183	596.7524
1414.1025	613.5236
1438.2111	713.1024
1543.0309	701.0481
1704.4534	374.5344
1801.9358	422.2274
1809.2732	395.4983
1858.0144	456.8179
1648.3748	308.4979
1775.2068	27.5808
791.5461	40.0481
621.7380	164.2595
456.6468	350.8388
947.2035	463.5201
615.9729	109.7532
326.1461	312.5796
169.9646	488.1528
30.5542	549.9965
41.5603	525.3638
893.2013	120.3649
978.1054	149.7145
696.3292	552.6290
656.5333	516.7347
442.7278	476.1584
