Name	CD3
Color	-65536
Coordinates	45
68.6252	164.4633
108.9808	69.0773
147.2401	79.0351
167.1558	79.0351
110.5531	234.1685
226.9031	281.8615
1679.2224	554.4015
1644.6319	549.1605
1635.1981	538.1544
1721.6744	504.0880
1723.5376	944.8516
1201.8178	141.5417
1536.1930	34.1014
1554.0123	404.6395
1577.0727	255.2712
1630.5308	225.3976
1652.0189	231.6868
1703.9047	238.5001
1679.7961	335.9825
1857.9898	283.5726
1718.5794	367.4284
1841.2186	113.2404
1463.3432	286.1931
1343.8486	255.2712
1295.6315	257.3676
1289.8664	318.1631
1157.7934	112.1922
1001.6119	244.2652
108.4111	915.6382
142.4775	964.3794
173.3993	946.0360
195.4115	963.3313
165.0138	1007.3556
178.1162	1041.9461
209.0381	1172.4468
379.8944	1133.6635
358.9304	1186.0734
335.8701	1189.2180
392.4728	1145.7177
295.5144	1096.9765
281.3638	948.6565
98.4532	918.7828
204.8453	941.3191
168.1584	750.5470
1217.7434	942.1284
