Name	CD4
Color	-65536
Coordinates	30
132.0412	232.0721
107.4085	261.9457
96.4025	337.4160
25.1250	370.4342
513.0612	244.6505
630.9835	365.1932
1792.2147	109.1063
1807.0406	91.9394
1481.6505	356.4652
1424.5599	324.9764
1167.2272	6.3242
1142.5946	30.9568
1126.8716	85.9872
1005.8047	222.7771
736.4178	40.3906
718.0743	31.4809
760.0022	39.3424
802.9784	39.3424
769.9601	63.9751
80.1097	882.0959
291.3216	930.3130
298.6590	968.0481
385.1354	1052.4281
62.8144	1011.5484
832.5305	1050.6169
849.3017	1040.1349
1155.8997	984.5804
979.8024	802.7181
1030.6400	835.2122
1693.6253	988.2491
