Name	K17+ TUMOR
Color	-65536
Coordinates	143
292.9396	27.1493
314.9518	62.7881
665.5741	116.7703
693.8754	139.3065
716.4117	160.2705
687.0621	163.4151
788.2132	182.8068
822.8038	190.6682
853.2015	218.9696
889.3644	252.5119
893.5572	284.4820
853.2015	278.7169
835.3822	305.4459
807.6049	297.0604
770.3939	281.8615
752.5745	276.0964
723.7491	282.9097
723.7491	257.7529
709.0743	255.1324
656.1403	300.7291
636.2245	285.0061
541.8867	243.0782
530.8806	272.4277
374.1750	272.4277
396.7112	278.1928
429.2054	372.0065
452.7898	394.0187
540.3144	329.0304
508.3443	377.2475
731.6105	135.1137
443.8802	300.7291
557.6097	1123.0405
600.5858	1121.9923
584.8628	1097.8838
563.8988	1089.4982
557.6097	1109.4139
850.5810	950.6119
825.9484	981.5338
774.0626	960.0457
751.5263	986.7747
775.1108	990.4434
795.0265	986.7747
668.7187	804.3883
666.6223	837.4065
649.8511	1001.9736
616.3088	990.9675
534.0252	1041.2811
550.7964	923.8829
590.1038	927.5516
508.8684	846.3162
523.5432	814.8702
579.6218	821.6835
535.0734	837.4065
541.8867	819.0630
580.1459	787.0930
611.0678	778.7074
628.8871	762.4603
630.9835	791.8099
608.4473	835.3101
605.8268	816.9666
631.5076	814.8702
647.2306	824.8281
644.0860	886.1477
604.7786	902.9189
536.6457	868.3284
523.5432	902.9189
590.1038	1054.9076
563.3747	1072.2029
536.6457	1065.9137
558.1338	1004.5941
581.7182	955.3288
1053.4074	1000.9254
1045.6130	1178.3383
1013.5798	1164.2578
1274.0693	1015.0044
1264.2129	985.7873
1288.1498	971.7068
1312.4387	972.7629
1502.6075	1033.3091
1498.0314	994.9397
1524.4323	997.7558
1533.5847	990.7155
1615.9557	972.7629
1620.5318	947.0659
1607.8594	917.8489
1593.4268	1046.6855
1554.3534	1092.4472
1509.6478	1061.8221
1523.3763	1079.7747
1555.4095	938.6176
1557.1695	892.8560
1377.9950	968.5387
1394.8916	916.7928
1608.9154	1003.0360
1635.3164	988.9554
1787.7379	1124.4804
1795.8342	1106.1757
1816.6030	1074.4946
1871.1649	1045.2775
1887.7095	1171.6501
1903.5501	1187.4907
1889.8216	1189.2507
1912.3504	1102.3036
1891.2297	948.4740
1915.1665	932.9854
1885.5975	919.2569
1852.5083	909.4006
1846.5240	917.8489
1811.6748	923.4811
1821.1791	992.4756
1803.9305	1017.4685
1792.3141	1046.3335
1167.7017	543.3954
1189.7139	517.1905
1219.5875	511.9495
1255.2262	505.6603
1280.3830	509.3290
1310.2566	550.7328
1231.6418	593.1848
1270.4251	590.0403
1196.0030	612.5765
1175.0391	599.4740
1250.5094	688.0468
1399.8776	575.3655
1498.4082	614.6729
1482.6852	674.4202
1481.6370	700.6252
1412.9801	732.5952
1438.6609	762.9930
1384.1546	724.2096
1337.5098	713.2035
1321.7868	767.1857
1333.8411	786.0533
1219.5875	722.6373
1668.2163	689.6191
1680.2706	660.7936
1683.4152	641.4020
1678.6983	626.7272
1697.5659	614.6729
1725.3431	621.4862
1780.8976	598.4258
1802.9098	606.2873
1766.2228	705.3421
