Name	K17-
Color	-65536
Coordinates	171
269.3552	106.2883
266.7347	75.3664
314.9518	156.0777
340.1085	129.8728
376.2714	125.1559
431.8259	105.7642
462.2236	106.2883
494.7178	111.0052
538.7421	111.5293
541.3626	133.5414
564.4229	120.4390
556.0374	86.3725
521.9709	84.8002
521.9709	60.1676
487.9045	55.9748
471.6574	46.5410
422.3921	47.0651
388.8498	62.7881
608.4473	113.6257
586.4351	86.8966
587.4833	54.9266
572.2844	20.3360
591.6761	17.7156
625.7425	61.2158
625.7425	100.5232
650.3752	102.6196
637.2727	146.6439
625.2184	173.3730
611.5919	153.9813
771.4421	161.3187
678.6765	252.5119
651.4234	259.8493
619.4533	259.3252
481.6153	289.1989
488.4286	266.6626
477.9466	247.2709
459.0790	255.1324
466.4164	272.9518
315.4759	277.1446
287.1745	285.5302
340.1085	302.8254
351.6387	324.8376
378.8919	378.2957
357.4038	438.5671
314.4277	441.7117
348.4941	394.5428
317.0482	406.5971
535.5975	356.2836
460.1272	363.0968
574.9049	338.9883
619.9774	325.3617
601.6340	301.7773
688.1103	283.4338
842.1955	406.0730
856.8702	432.2779
312.8554	663.9297
397.7594	618.8572
366.3135	623.5741
352.6869	596.3209
302.8975	764.0326
280.8853	755.1230
340.6326	791.8099
376.7955	825.8763
415.5788	811.7257
569.1398	1037.6124
596.9171	1020.8412
585.3869	993.0639
599.5376	974.1964
628.3630	965.2867
610.0196	936.4612
640.9414	924.9311
650.3752	908.1599
676.5801	932.2684
686.0139	952.1842
711.6948	945.8950
697.0200	941.1781
688.6344	915.4973
676.0560	898.2020
703.8333	847.3644
714.8394	862.0392
729.5142	878.8103
714.8394	912.8768
730.0383	904.4912
754.1468	913.9250
732.6587	946.4191
782.9723	930.1720
824.9002	924.9311
804.9844	892.9610
775.1108	875.6657
762.5324	865.7079
735.2792	857.3223
723.7491	823.7799
719.5563	803.3401
711.1707	824.3040
668.1946	876.1898
695.4477	791.8099
668.7187	782.9002
1333.6414	991.4195
1366.7306	986.4914
1619.8278	1041.0533
1598.7070	1017.8205
1502.9596	968.1867
1532.5286	958.6823
1519.5042	945.6579
1537.4568	921.7210
1558.5776	913.6247
1633.9083	899.1922
1593.4268	890.7439
1503.3116	1078.0147
1482.8948	1045.6295
1486.7670	1015.7084
1811.6748	954.4582
1785.6145	682.8058
1766.7469	659.2213
1789.8073	656.0767
1830.1629	634.5887
1791.3796	631.4441
1773.5602	625.6790
1744.2107	629.8718
1526.7096	614.6729
1501.0287	592.6608
1477.4443	575.3655
1480.0647	546.0159
1510.9866	570.6486
1454.9080	554.9256
1443.3778	570.1245
1420.3175	564.3594
1407.7391	547.5882
1376.8172	552.8292
1366.8593	544.9677
1358.4738	551.2569
1333.8411	546.5400
1286.6722	526.6243
1267.2805	750.4146
1291.9132	738.3603
1283.0035	765.0893
1324.9314	749.8905
1362.1425	724.2096
1363.1907	744.6495
1220.6357	693.2878
1157.7438	669.1792
1156.6956	644.5466
1203.8645	667.6069
1159.3161	707.9625
1244.2202	668.6551
1257.8467	651.8839
1294.5337	611.5283
1329.1242	577.4619
1321.7868	591.6126
1530.9024	643.4984
1438.6609	781.8605
1806.3453	1158.6840
1836.7430	1096.8403
1346.4691	98.5656
1376.3427	62.4028
1377.3909	78.1257
1346.4691	70.7884
1333.3666	80.7462
1338.0835	27.2881
71.0520	508.3001
101.4498	516.6857
127.6547	523.4990
381.3187	640.3731
413.8128	587.9631
424.8189	611.0235
620.3079	491.5289
710.4529	514.5893
259.7277	654.5237
46.9435	514.5893
38.5579	495.7217
323.6678	335.8715
