Name	K17-
Color	-65536
Coordinates	26
1018.9741	1008.4703
983.8601	1013.1522
938.6020	999.1065
488.3619	828.9985
497.7257	805.5891
514.1122	795.4451
636.5543	380.2557
621.7284	375.5738
608.4631	346.7023
613.9253	327.9748
647.4787	304.5654
681.0321	295.9820
698.9793	317.0504
691.1762	335.7779
690.3959	363.8691
670.1078	377.9148
652.9409	356.0660
629.5315	338.8992
447.6045	586.8763
257.9886	508.0648
258.7689	533.8151
218.9730	535.3757
311.8302	584.5354
275.9358	619.6494
243.9430	617.3085
204.1471	500.2617
