Name	CD16
Color	-65536
Coordinates	34
94.1231	437.0564
87.1003	480.7539
101.1459	538.4970
919.6933	792.8787
921.2539	813.1668
1446.4040	831.8943
1427.6765	842.8187
1845.1435	812.3865
1881.8181	592.3385
1711.7101	594.6795
1655.5276	597.0204
1634.4592	628.2329
1367.5924	669.5894
1893.5228	1177.5726
1820.9538	1184.5954
1451.0858	1017.6086
1558.7689	1010.5858
1380.8577	1033.2149
1387.1002	977.0324
1535.3595	816.2881
1544.7233	801.4622
1568.9130	844.3793
1791.3019	743.7191
1383.1987	497.9208
1402.7065	490.1176
1348.0846	483.0948
1462.0102	264.6074
1429.2371	271.6302
1605.5876	323.1308
1625.8757	470.6098
1908.3487	167.8487
1270.8337	214.6675
1162.3704	145.2197
1319.9934	213.1068
