Name	CD8
Color	-65536
Coordinates	29
1861.4653	1070.5166
1872.9955	1035.9260
1874.5678	989.8053
1898.1523	959.4076
1896.0559	938.4436
1872.9955	883.4132
1894.4836	873.4553
1881.3811	868.2143
1837.8809	776.4970
1448.4753	912.2386
1197.9559	692.1170
1081.6059	675.8700
1708.4284	575.2429
1653.9221	463.0857
1766.0793	514.4474
1114.1001	149.1504
1161.2690	98.3128
1538.6203	71.5837
1626.6690	57.4330
1754.5491	121.8972
1001.4188	4.4990
581.9658	485.2356
591.3996	504.6273
21.7039	18.2634
158.4938	165.0111
248.6388	165.5352
450.9410	334.8192
379.1147	600.0004
96.6990	972.1667
