Name	K17-
Color	-65536
Coordinates	33
419.3681	482.3947
393.6178	512.8269
379.5722	402.8029
400.6406	355.9841
275.0103	318.5291
484.9143	576.8125
527.8315	565.1078
481.0127	547.9409
473.2096	516.7284
496.6190	518.2890
555.9227	497.2206
548.1196	456.6444
495.0584	672.0105
503.6418	643.9193
555.9227	716.4883
563.7258	689.9577
562.1652	782.0345
601.1808	739.1174
672.1892	743.7992
708.8639	771.8905
750.2204	693.0790
751.0007	649.3815
743.9779	604.9037
854.0019	581.4943
812.6454	566.6684
857.1232	533.8953
1142.7174	389.5375
1212.9455	407.4847
1194.9983	445.7200
1168.4677	364.5676
1224.6502	544.8197
1203.5818	551.8425
1322.9695	440.2578
