Name	CD8
Color	-65536
Coordinates	60
9.7042	408.2650
5.0224	474.5916
34.6742	476.9325
143.1376	626.7524
134.5542	537.0165
191.5170	661.8665
190.7366	561.9865
965.5866	617.3887
1067.8075	599.4415
1072.4893	583.8353
1021.7690	360.6660
711.2048	235.8161
882.8735	304.4835
162.6454	705.5640
54.9623	634.5556
1008.8980	219.0217
1322.4290	151.9664
1258.4434	141.8223
1064.1457	398.5450
1842.1169	283.8391
1778.1313	453.9472
1822.6091	408.6891
1590.8564	74.7155
744.2177	1046.9844
919.0076	1057.9088
1322.4290	1174.1753
1335.6943	1194.4634
1299.7999	1106.2881
1139.0557	913.5510
1149.1997	749.6855
1213.1853	1103.1669
1331.7927	1032.9388
1599.4398	1054.7875
1400.4602	961.9304
1404.3618	980.6579
1224.8900	879.2173
1076.6307	832.3986
1782.8131	934.6194
1849.1397	1053.2269
1914.6859	925.2557
1863.9656	833.9592
1738.3354	901.0660
1817.9272	897.1645
1213.1853	885.4598
1153.1013	799.6255
1069.6079	779.3373
1000.9404	655.2677
865.1661	860.4898
1069.6079	990.0216
843.3174	1080.5378
920.5683	983.7791
956.4626	996.2641
1004.8420	881.5582
1548.7195	932.2785
94.9980	939.3013
166.0064	972.8547
259.6439	868.2929
691.1565	1089.1212
580.3522	1194.4634
310.3642	753.5870
