Name	CD8
Color	-65536
Coordinates	32
1464.8327	18.9649
1493.1340	37.3084
1643.0264	6.3865
1673.9482	4.2901
1717.4484	11.6275
1695.9604	43.0735
1662.4180	43.0735
1802.3525	79.7604
1854.7624	259.0023
1799.7320	257.9541
1750.4667	274.2012
1745.2257	249.5685
1699.6291	276.8217
1511.4775	312.9845
1563.3633	365.9185
1850.0719	520.1137
1894.0962	689.9218
1885.7106	573.5718
1695.4626	479.2339
1711.1856	500.1979
1562.3415	46.3281
1582.7813	62.0511
53.9704	680.4741
437.6110	943.0477
414.0265	1169.9826
1335.9970	1145.9543
1363.7742	1151.1953
1530.4377	1195.2196
1515.2389	1193.6473
1804.0175	1149.0989
1610.6249	647.5361
1670.8963	300.5825
