Name	CD8
Color	-65536
Coordinates	56
31.2989	523.0192
358.2072	149.4472
91.7872	14.9507
160.5029	64.0929
538.2313	45.7687
490.3385	47.8510
87.3227	285.1744
134.7991	475.4962
37.3476	467.1670
234.7492	396.3689
424.6546	385.9575
498.7843	336.8153
457.1384	343.0622
304.2979	523.3890
192.9372	623.3366
160.8699	810.3267
45.0943	897.3667
56.7551	642.9102
8.3912	997.2781
121.8605	899.9301
844.8397	845.9857
806.3965	816.8433
826.2382	1004.0987
5.9619	924.6812
68.5870	1108.2163
106.4101	976.1455
1173.5175	765.9482
1484.7830	800.0510
1370.6937	765.3282
1342.7914	1095.1952
1570.3500	1025.7495
1222.5015	762.2279
999.2833	675.4208
1030.2858	760.3678
1034.6261	743.0064
703.5190	582.4132
745.0624	597.9145
719.6403	590.4739
795.2865	638.2178
851.0911	571.2523
913.7162	516.6878
895.7348	429.8807
841.1703	402.5985
695.4584	476.3845
699.1787	449.7223
751.2629	437.9414
643.9941	418.0997
704.1391	412.5193
908.7558	638.8378
1198.3196	821.1328
773.5848	537.7695
828.1492	170.0794
810.7878	70.8713
826.9091	75.8317
1146.8042	886.3797
945.9078	929.7832
