Name	CD4
Color	-65536
Coordinates	30
815.1948	146.7827
1061.5501	479.4462
1033.8979	512.1260
936.6965	149.2965
957.6451	17.7395
849.5504	142.5930
819.3845	193.7075
712.9657	26.9568
14.0368	939.3587
641.7413	1120.8997
794.5834	1097.8195
976.1476	957.7997
570.1927	616.2643
633.7915	574.7199
672.7713	582.4133
605.5823	493.1699
1493.8598	936.7939
1896.2173	974.9622
1535.2088	1047.3229
236.2985	136.1403
323.7549	63.2600
307.9294	3.7063
160.0864	245.2526
88.9886	390.9550
100.2329	456.3390
26.5197	481.3266
513.7768	493.8204
498.3678	491.7381
88.9978	784.6007
67.3469	839.7343
