Name	CD3
Color	-65536
Coordinates	28
66.8486	611.2062
280.6541	572.1906
282.9950	661.1462
537.3768	405.2038
553.7633	416.9085
761.3263	473.8713
455.4440	19.7296
743.3792	19.7296
778.4932	4.1234
776.9326	44.6996
211.9866	29.8737
1185.8161	43.1390
776.8047	1048.1393
87.0088	789.8560
58.1372	704.8020
165.0400	690.7564
217.3209	678.2714
1306.2110	1102.0614
1481.7812	937.4156
1754.1101	548.8201
1673.7380	424.7505
1403.7500	224.9906
1439.6443	185.9750
1317.1353	145.3988
1274.2182	235.1347
1194.6263	5.7229
1100.9889	57.2235
1106.4511	588.6160
