Name	CD16
Color	-65536
Coordinates	197
151.1223	55.6240
251.0022	59.5255
431.2543	36.8965
787.8570	15.0477
855.7441	83.7152
852.6229	173.4511
1061.7465	79.0333
1197.5208	167.2086
1217.0286	178.9133
1183.4752	224.9517
1066.4284	490.2578
1017.2687	360.7260
1185.0358	548.7812
932.9950	578.4331
798.7813	544.8797
911.9266	657.2446
764.4476	619.7896
726.2123	626.8124
665.3479	654.9037
638.0370	637.7368
621.6505	583.8953
642.7189	578.4331
687.1967	559.7056
563.1271	476.2122
463.2471	475.4319
490.5580	422.3707
402.3828	366.1882
401.6025	335.7560
350.1019	333.4151
298.6013	317.0285
170.6301	260.0657
266.6085	621.3503
276.7525	593.2590
361.0262	537.8569
316.5484	658.8052
9.7579	1066.8668
31.6066	1052.8212
26.9247	1020.8284
97.1528	995.0781
150.9944	949.8200
129.1456	920.1681
147.0928	931.0925
154.1156	847.5991
311.7387	912.3650
307.0568	946.6987
216.5406	1021.6087
207.1768	1050.4802
108.0772	1030.9724
270.3821	1165.9664
339.8299	1159.7239
384.3077	1112.1249
374.9439	1079.3518
612.1588	1179.2317
606.6966	1161.2846
641.0304	1169.8680
686.2885	1180.7924
799.4337	1062.1849
968.7614	1058.2834
976.5646	1092.6171
917.2609	1145.6783
838.4493	1112.9052
883.7074	1066.0865
822.0628	1046.5787
811.1384	1027.8512
656.6366	939.6759
590.3101	924.0697
594.2116	897.5391
547.3929	839.0157
561.4385	774.2497
644.1516	824.9700
654.2957	800.0000
653.5154	771.9088
617.6210	743.0373
307.0568	874.9100
296.1324	822.6291
178.3053	821.8488
88.5694	841.3566
129.1456	795.3182
168.9415	721.9688
72.9631	696.9988
341.3905	690.7564
391.3305	597.8992
494.3317	577.6111
737.7891	726.6507
714.3797	774.2497
749.4937	869.4478
762.7591	748.4994
793.9715	835.1141
690.9703	948.2593
662.0988	963.8656
686.2885	895.9784
782.2669	1193.2774
753.3953	1183.1333
1011.6786	928.7515
945.3521	1006.7828
806.4565	975.5703
995.2921	878.8116
982.0268	924.0697
1006.2164	812.4850
1039.7699	806.2425
982.0268	757.0829
372.6030	997.4190
367.1408	966.2065
367.1408	929.5319
397.5730	942.7972
291.4505	1071.5487
161.1384	1031.7527
190.0100	873.3494
232.9271	828.0913
371.8227	601.0205
464.6798	1176.8908
523.9835	1189.3758
985.9283	1121.4886
1017.1408	1134.7539
1076.4445	1052.0409
1065.5202	1123.8296
1183.3473	1190.1561
1486.1084	1176.1105
1253.5754	1188.5955
1122.4829	1062.9652
1109.2176	1093.3974
1168.5213	1077.0108
1124.0436	1040.3362
1172.4229	1034.0937
1192.7110	1016.9268
1124.8239	922.5090
1174.7638	934.9940
1228.6054	930.3122
1173.9835	906.9028
1259.8179	905.3422
1156.0364	805.4622
1056.1564	789.0757
1057.7170	711.0445
1102.1948	694.6579
1044.4517	677.4910
1346.4325	896.7587
1367.5009	883.4934
1529.8059	849.9400
1566.4805	851.5006
1537.6090	827.3110
1547.7530	816.3866
1522.7830	817.1669
1286.3485	817.9472
1272.3029	797.6591
1277.7650	784.3938
1324.5838	772.6891
1252.0147	782.0529
1206.7566	846.8188
1753.7554	919.3878
1511.0784	1192.4970
1845.4066	946.7793
1823.5579	874.2103
1832.1413	885.1346
1823.5579	828.9522
1768.1557	725.9510
1669.0561	622.1695
1384.2422	757.1635
1173.5579	605.0026
1080.7008	602.6617
1123.6179	589.3963
1242.2254	522.2895
1265.6347	498.8801
1253.9300	462.9858
1067.4355	343.5980
1250.8088	369.3483
1295.2866	389.6364
1278.9000	417.7277
1561.3730	393.5380
1834.4823	540.2367
1865.6947	538.6761
1890.6647	486.3952
1696.3670	487.9558
1690.1245	437.2355
1885.2025	188.3159
1868.8160	170.3687
1842.2854	85.3147
1827.4594	56.4432
1861.7932	51.7613
1826.6791	96.2391
1678.4198	43.1779
1662.0333	19.7685
1674.5183	123.5500
1642.5255	154.7625
1594.9264	105.6028
1630.8208	263.2259
1615.2146	281.9534
1518.4559	340.4768
1510.6527	304.5824
1502.8496	280.3928
1442.7656	292.0974
1452.1293	221.8693
1464.6143	162.5656
1415.4547	131.3531
1395.9469	16.6473
1584.7824	61.1251
1360.0525	36.1551
1334.3022	249.9606
