Name	CD8
Color	-65536
Coordinates	50
33.9038	1104.2577
31.8074	1074.9082
85.2655	1037.1731
160.7358	994.1969
289.6642	1043.9864
337.3572	1103.2095
496.6833	1101.1132
512.4063	1043.9864
587.8766	1078.5769
627.7081	825.4370
43.8617	827.5334
54.8678	765.6897
359.3694	922.9195
638.7142	1195.9751
978.8545	1102.1613
1073.1923	1035.0767
1185.8736	1077.0046
1359.3504	1003.1066
1300.1272	896.1904
1186.9218	916.1062
1096.2527	768.8343
1068.9995	742.1053
752.4437	786.1296
1423.2905	959.0823
1535.9718	955.4136
1744.5632	1103.7336
1640.7916	1133.6073
1504.5258	835.9190
1464.1702	447.5616
1708.4004	695.4605
1718.3583	606.8877
1707.3522	567.5803
1914.8954	572.2972
1586.2853	634.1409
1454.2123	304.4826
1486.7065	313.9163
1760.2862	288.7596
1615.6348	203.3314
93.9757	23.7998
167.3250	25.3605
282.0309	149.4301
263.3034	187.6654
97.0969	186.8851
113.4835	206.3929
645.6563	243.0675
45.7371	658.3951
28.4418	662.5879
389.5461	689.8410
28.9659	441.4181
123.8279	576.6356
