Name	CD16
Color	-65536
Coordinates	363
1355.2218	17.0836
1366.2279	193.7050
1334.7820	181.6507
1379.3304	222.0064
1501.4455	237.2052
1517.6925	269.6994
1490.9635	264.9825
1564.8615	110.3732
1553.8554	91.5057
1565.3856	92.5539
1580.0603	52.7223
1607.3135	4.5052
1586.3495	25.4692
1575.3434	6.6016
1628.2774	59.0115
1628.8015	31.7584
1667.5849	103.5600
1669.6813	62.1561
1701.1272	35.9512
1726.2840	3.4570
1759.3022	23.8969
1763.4950	39.6199
1774.5011	78.9273
1896.0921	53.7705
1892.4234	103.0359
1876.7004	154.9217
1882.4655	200.5183
1877.7486	251.3559
1863.5979	280.7054
1789.7000	351.9829
1651.8619	263.4102
1616.2232	160.6868
1503.5419	411.7302
1566.9578	535.9417
1547.5662	551.6647
1523.4576	548.5201
1465.8067	543.8032
1517.1684	463.6160
1531.8432	454.7063
1565.3856	421.6881
1906.5741	401.2482
1848.3991	394.4349
1853.1159	334.1636
1896.0921	515.5018
1867.7907	492.4415
1914.9596	520.7428
1830.0556	505.0199
1882.9896	538.5622
1542.3252	597.7854
1664.4403	371.8987
1662.8680	344.6455
1652.3860	233.5365
1348.4085	630.2795
1341.5952	668.5388
1258.2635	738.7680
1246.2092	760.2561
1273.4624	761.8284
1295.9986	755.0151
1353.1254	684.7858
1380.3786	777.5514
1406.5835	767.5935
1450.6079	738.2439
1432.2644	741.9126
1499.8732	727.7620
1521.3612	694.2196
1488.8671	664.8701
1472.6200	633.9482
1481.5297	695.2678
1375.6617	625.0385
1419.1619	640.2374
1549.1385	740.8644
1585.8254	720.4246
1506.1624	783.8406
1562.7651	788.0334
1608.8858	793.7984
1640.8558	794.8466
1735.1937	778.5996
1682.2596	959.4138
1537.0842	965.1788
1515.5961	982.9982
1293.9022	882.8953
1335.8302	870.8410
1267.6973	861.4072
1225.2452	838.8710
1232.5826	828.9131
1232.0585	821.0516
1305.4324	808.4732
1356.7941	817.9070
1354.1736	791.1779
1134.0520	823.6721
1112.5639	819.4793
1709.5128	1013.9201
1713.1815	930.5883
1836.8689	920.6304
1879.8450	851.4493
1903.4295	890.7568
1912.8632	884.4676
1909.1945	703.1293
1733.6214	655.4363
1874.6040	646.0025
1617.7955	705.7498
1175.9799	741.3885
1185.9378	773.8827
1202.7090	764.4489
1226.8175	718.3282
1182.7932	658.5809
1168.6425	624.5144
1227.3416	632.3759
