Name	CD3
Color	-65536
Coordinates	29
92.0788	976.9017
224.6759	1093.7758
294.9052	889.9012
484.1049	932.3532
18.7050	808.1418
684.8349	1190.7341
847.8297	1174.4870
918.0590	1093.2517
1106.7346	1181.3003
1205.7894	1154.5713
1344.1515	1191.2582
1066.3790	836.4431
934.3060	799.7562
709.4675	838.0154
1120.3612	803.9490
1108.8310	800.2803
1351.4889	981.6186
740.3894	1002.0584
765.5461	994.1969
804.8536	995.7692
1829.4673	953.3172
1759.7621	503.1161
1462.5979	690.2195
1471.5076	668.7314
1665.4243	741.0571
1645.5085	594.3093
1665.9484	639.3819
1787.0152	606.3636
900.0381	28.4817
