Name	K17+ TUMOR
Color	-65536
Coordinates	214
48.1583	8.0281
52.8401	72.0137
27.8701	18.9524
93.4164	87.6199
22.4080	266.3114
35.6733	387.2598
74.6889	423.1541
34.8929	426.2754
73.1282	470.7532
70.0070	512.1097
16.1655	548.0041
34.1126	572.9740
47.3779	494.9428
556.1414	18.1721
556.9218	72.7940
609.2027	82.9380
643.5364	3.3462
729.3707	31.4374
652.9001	82.1577
684.8929	99.3246
701.2795	84.4987
714.5448	120.3930
740.2951	102.4458
734.8329	141.4614
760.5832	116.4915
783.2123	75.1349
759.0226	35.3390
904.9410	114.9308
945.5172	127.4158
955.6612	150.0449
978.2903	114.1505
943.9566	101.6655
865.9253	142.2418
894.7969	180.4771
940.0550	182.0377
943.1762	235.0989
882.3119	221.8336
848.7585	195.3030
819.8869	183.5983
791.7957	190.6211
790.2351	226.5155
772.2879	256.9476
833.1522	247.5839
846.4175	303.7664
802.7201	295.1829
794.1366	315.4710
824.5688	346.6835
838.6144	331.8576
872.9482	360.7291
916.6456	345.1229
926.0094	299.0845
947.0778	324.8348
969.7069	341.2213
965.0250	288.9404
955.6612	298.3042
918.9866	278.7964
1028.2303	203.1061
1086.7537	210.1289
1103.1402	235.0989
1063.3443	265.5311
1092.9962	311.5695
1054.7609	308.4482
986.0934	386.4794
958.0022	384.1385
895.5772	413.0101
873.7285	427.8360
891.6756	438.7604
926.0094	473.0941
876.0694	462.9500
897.9181	494.9428
900.2591	519.1325
877.6300	538.6403
855.7813	548.7844
926.7897	551.1253
1046.1774	533.9584
1004.8209	542.5419
1018.0862	489.4806
1053.9806	480.8972
955.6612	485.5791
1017.3059	467.6319
1096.1174	486.3594
1100.0190	530.0569
1099.2387	449.6847
1099.2387	435.6391
1071.9277	430.1769
1042.2759	436.4194
1089.0946	368.5323
1089.0946	384.9188
994.6768	455.9272
980.6312	437.9800
938.4944	449.6847
1217.0658	516.7916
1213.1642	383.3582
1294.3167	347.4638
1173.3683	411.4494
1129.6708	221.8336
1463.6444	262.4098
1494.0766	285.8192
1517.4860	20.5131
1550.2591	39.2406
1568.2062	96.9837
1564.3047	127.4158
1589.2747	114.9308
1583.8125	183.5983
1657.1618	234.3186
1750.0190	227.2958
1805.4211	217.1517
1851.4595	246.0233
1855.3611	297.5239
1835.8533	326.3954
1808.5424	358.3882
1905.3011	113.3702
1874.0886	171.8936
1860.8233	202.3258
1902.9601	197.6439
1875.6492	90.7412
1614.2447	345.1229
1615.8053	376.3354
1562.7441	490.2610
1675.1090	413.0101
1658.7225	436.4194
1683.6924	444.2225
1725.0022	579.1931
1755.4343	571.3900
1728.1234	639.2772
1771.0406	653.3228
1820.9806	622.8906
1869.3599	648.6409
1690.6684	594.7994
1629.0238	587.7766
1623.5616	626.0119
1607.9553	560.4656
1891.9890	740.7177
1888.0874	776.6121
1877.1630	811.7261
1874.0418	828.1127
1905.2543	886.6361
1891.2086	859.3252
1877.1630	919.4092
1799.9121	836.6961
1764.0178	831.2339
1746.8509	800.0215
1719.5400	820.3096
1693.0094	848.4008
1675.0622	825.7718
1647.7513	856.9842
1622.7813	892.0983
1621.2207	844.4992
1552.5532	784.4152
1555.6744	837.4764
1549.4319	875.7117
1593.1294	874.9314
1544.7501	924.8714
1520.5604	986.5161
1563.4776	974.0311
1460.4764	1050.5016
1376.9830	872.5905
1403.5136	743.8390
1457.3551	757.8846
1425.3623	710.2856
1352.7933	952.9626
1358.2555	993.5389
1351.2327	1032.5545
1348.8917	1119.1691
1291.1486	1084.0551
1252.1330	1116.8282
1250.5724	1154.2832
1256.0346	1182.3744
1334.0658	1173.7910
1366.0586	1160.5257
1195.9506	1112.1463
1205.1360	1076.2519
830.5862	1155.0635
804.8359	1190.1775
767.3809	1172.2303
742.4109	1137.8966
755.6762	1123.0707
687.7891	1136.3360
602.7350	1092.6385
662.8191	1080.9338
544.2116	1183.1547
665.1600	686.8762
658.9175	706.3840
542.6510	771.9302
514.5598	785.9758
493.4914	769.5893
260.1780	800.8018
234.4277	928.7730
289.8299	939.6973
289.8299	989.6373
321.8227	992.7585
330.4061	1027.0923
316.3605	1037.2363
264.0796	1047.3804
212.5790	1010.7057
249.6495	1000.0057
159.5178	969.3492
154.0556	947.5004
131.4265	806.2640
122.8431	769.5893
115.0400	699.3612
427.1648	590.1175
61.9788	870.2495
41.6906	874.1511
15.1600	803.1427
45.5922	778.9530
567.2365	400.7260
52.2305	957.0885
17.1165	968.7932
909.3623	1086.4458
1784.8724	295.2093
1764.5843	275.7015
1451.6792	579.2429
1479.9089	971.9484
