Name	CD4
Color	-65536
Coordinates	34
415.5756	203.4990
330.3885	142.9528
328.2764	121.8320
326.5164	97.1911
342.0049	119.0159
548.6365	308.3988
667.6168	228.1399
701.0580	177.4500
776.4251	288.3341
1708.1537	433.8435
1168.9248	712.0309
1246.1757	683.1594
1484.1709	547.3851
1249.2969	402.2470
1378.0483	365.5724
1801.7578	637.9013
530.6945	1043.9821
538.7907	1071.0870
653.8989	950.3467
656.0110	898.6008
528.8003	597.5741
556.0285	600.4620
523.0246	550.5436
549.8403	536.9295
568.4050	467.2088
593.9830	455.2449
709.4965	371.4976
691.7569	373.5604
426.9008	577.7718
619.5609	358.2961
610.4849	342.2067
990.6641	44.5308
1080.5997	126.2154
819.7579	1103.9810
