Name	CD16
Color	-65536
Coordinates	128
1506.4503	306.4149
1477.5853	378.9295
1475.8253	410.6107
1794.7489	247.9807
1795.1008	267.3414
1819.3898	255.7250
1863.3914	219.4677
1888.0322	222.6358
1729.9785	169.4819
1568.0526	244.8126
1468.4330	241.6445
1533.9073	233.5482
1209.5010	849.3659
1193.1144	828.2975
1247.7363	825.1762
1594.9752	811.1306
1580.1493	839.2218
1402.2380	786.1606
1418.6246	759.6300
1449.0568	772.1150
1477.1481	785.3803
1522.4061	800.2062
1635.5514	892.2831
1495.0952	903.2074
1675.3473	599.6660
1907.1000	570.7944
1869.6450	552.8473
1890.7135	473.2554
1848.5765	672.2350
1448.2765	354.6480
1380.3893	315.6324
1376.4878	340.6024
1441.2537	235.2603
1362.4421	257.8893
1027.6882	227.4571
1235.2512	473.2554
1124.4469	676.1366
1189.2129	613.7116
1109.6210	274.2758
1552.8383	934.9101
882.7072	1150.2899
920.0206	1117.2008
886.5793	1116.4967
759.1508	1095.7280
847.1539	1144.6577
401.8578	983.7879
395.1695	1011.2449
373.6967	1039.0540
508.5176	1117.5527
479.6526	1027.4375
450.4355	1000.3325
453.6036	1026.7335
593.3527	1036.2378
572.2319	1110.1605
594.0568	1103.1202
650.0268	1083.7595
774.6393	1040.8140
363.4415	862.0422
388.2667	836.2712
385.4295	874.8094
383.4769	722.8916
414.2339	707.3746
461.0620	686.8700
396.7772	745.6130
421.0111	687.0869
476.0991	665.1261
481.6823	586.0302
483.9156	598.1273
500.8514	565.0001
504.0153	586.2164
546.9525	756.6718
516.8364	726.1432
589.4449	606.5042
608.4221	517.5397
608.4221	501.0378
630.6998	514.2393
694.2322	395.4254
824.1849	421.4160
284.5717	481.6480
301.4861	464.7336
275.9082	467.6214
259.8188	431.3171
255.6933	407.3893
244.5545	354.9957
232.5906	317.0412
481.3572	374.7980
595.6331	319.5165
590.2700	268.7731
602.2339	261.3472
605.1218	252.2711
549.0152	268.7731
184.2029	147.5083
167.0234	100.9572
176.9986	128.9433
188.9135	90.4278
158.4336	76.8505
172.5652	70.2003
196.1178	71.8629
190.2989	49.9728
179.7695	44.7081
360.9860	97.3551
375.3946	50.5270
380.3822	39.7205
360.7089	16.4450
313.0495	10.3490
446.1003	99.8123
471.2657	74.2343
474.5661	88.6735
550.4750	135.2914
561.6138	218.2137
580.5911	227.2897
598.3306	224.4019
586.3668	202.1243
614.0075	163.3447
965.9113	343.2158
998.0900	333.3146
984.4759	241.7289
923.8313	102.7001
948.5842	110.5385
929.1945	125.8028
953.9473	133.6412
860.7114	112.1887
1137.9440	218.2137
1113.6035	230.5901
1096.2765	210.7878
1127.2177	88.6735
1164.3470	59.3825
1151.1455	26.7912
