Name	K17-
Color	-65536
Coordinates	475
53.0573	76.9596
34.8521	77.9053
30.8328	69.8667
43.8365	63.9560
45.0186	50.9523
19.4841	40.3129
97.9791	7.4491
106.9634	28.2549
114.0564	48.3515
123.5136	69.8667
129.8972	120.2264
134.8622	102.7306
138.1723	138.1951
137.4630	146.2338
149.5209	157.8189
159.2146	180.5162
165.7048	196.2208
171.4699	206.7028
179.3314	218.2330
179.8555	230.2872
189.2893	250.7271
197.1508	266.9742
197.1508	285.8417
187.7170	301.0406
211.3015	294.7514
216.0184	307.3298
211.8256	330.9142
207.6328	362.8843
282.7566	197.2626
304.7687	185.7324
319.9676	217.7024
292.1903	223.9916
274.3710	220.8470
270.1782	242.3351
271.2264	270.1123
300.0518	287.4076
288.5216	303.6547
333.0701	270.6364
347.2207	241.2869
332.5460	222.4193
367.6606	254.9135
384.9559	245.4797
383.3836	266.9677
367.1365	281.1184
354.5581	272.7328
377.6185	306.2752
393.3415	283.7389
404.3475	306.2752
416.9259	309.9438
422.6910	324.0945
418.4982	347.1549
403.8235	339.8175
390.1969	339.2934
370.2811	332.4801
350.3654	325.1427
338.8352	335.6247
322.0640	313.6125
334.1183	301.5583
341.9798	286.8835
313.6784	301.0342
328.8773	351.3477
315.2507	348.7272
306.3410	323.0463
361.3714	340.8657
347.7448	345.0585
347.7448	356.5887
344.6003	379.1249
335.6906	371.2635
334.6424	383.3177
319.4435	373.3599
397.0102	365.4984
391.2451	356.5887
376.5703	358.1610
404.8716	375.9803
423.2151	372.3116
426.3597	400.0889
428.9802	424.1974
379.7149	425.7697
361.8955	396.4202
388.1005	395.8961
397.5343	405.3299
372.3775	410.5709
363.4678	419.4806
338.8352	414.2396
320.4917	391.7033
324.1604	438.3481
341.4557	464.0290
320.4917	469.7941
354.0340	520.6317
314.7220	899.7444
319.9630	881.4009
319.9630	857.2924
322.0594	828.4669
291.6617	826.3705
288.5171	845.7621
293.7581	804.3583
338.3065	799.6415
324.1558	772.3883
297.9509	759.8099
331.4932	743.0388
308.9569	728.8881
326.2522	705.3036
321.0112	692.7252
311.5774	671.7613
316.2943	657.0865
316.2943	640.8394
284.3243	642.9359
305.8123	508.7665
423.4746	1180.2932
412.4685	1176.6245
390.4564	1158.2811
386.2636	1138.3654
362.6791	1187.6306
341.1911	1179.7692
319.7030	1161.4257
345.3839	1148.3232
344.3357	1130.5038
635.2106	1144.1304
661.4156	1142.0341
666.6566	1167.1908
685.0001	1166.1426
619.4877	1158.2811
609.5298	1183.9619
363.2032	1126.8351
355.8658	1115.8291
371.0647	1092.2446
338.0465	1111.1122
351.1490	1093.8169
350.1007	1083.3350
341.1911	949.6896
324.9440	926.6293
310.2692	962.7921
311.3174	987.4248
331.2332	1002.0995
302.9318	1004.1959
280.9197	994.2380
319.1789	1029.3527
322.3235	1042.4552
320.2271	1063.9432
330.1850	1084.9072
313.4138	1072.3289
291.9258	1125.7870
267.2931	1134.1725
275.1546	1081.7626
257.8593	1080.7144
244.2327	1053.4613
282.4920	1038.2623
275.1546	1029.8768
261.0039	973.7982
304.5041	937.6354
242.6604	953.8824
725.3557	1180.2932
710.6809	1165.0944
746.3196	1152.5160
764.1390	1172.9558
744.7474	1189.2029
722.7352	1145.1786
943.9050	1176.1005
954.3870	1157.2329
962.7726	1144.6545
985.3088	1154.6124
965.3931	1168.2390
980.5919	1176.6245
980.5919	1191.8234
997.3631	1168.7631
1023.0439	1193.9198
1035.6223	1187.1066
1044.5320	1170.3353
1017.8030	1164.0461
1026.1886	1134.6967
1034.5741	1112.1604
1061.3032	1095.3892
1068.1165	1081.7626
1070.2129	1133.1243
1058.1586	1156.7087
1095.3696	1165.0944
1104.8035	1143.6063
1088.0322	1127.8833
1091.1769	1099.0579
1096.9419	1078.6180
1116.3336	1099.0579
1111.6167	1051.8889
1134.6771	1057.6541
1134.1530	1078.0939
1129.4360	1092.2446
1141.4904	1121.0701
1123.6710	1123.6906
1248.9307	1090.1482
1231.1113	1106.3953
1202.8099	1113.7327
1201.7617	1096.9614
1201.7617	1142.5581
1186.5629	1164.5703
1173.4604	1177.6727
1150.4000	1152.5160
1164.5507	1126.3110
1151.9723	1104.2988
1173.9845	1069.7084
1173.9845	1105.3470
1189.7075	1057.6541
1175.0327	1038.2623
1194.9485	1031.9731
1202.2859	1050.8408
1177.6532	999.4791
1199.6654	980.0874
1213.2920	1013.1057
1222.2017	1000.5273
1229.5391	974.8464
1209.6233	956.5029
1246.3102	950.7379
1251.0271	935.5389
1265.7018	926.1052
1268.3224	899.3762
1291.9067	917.7196
1312.8707	947.5933
1291.9067	963.3162
1327.0215	918.2437
1305.5333	898.3279
1327.0215	883.1291
1351.1300	922.4365
1367.3771	910.3822
1357.4192	882.0809
1373.1422	878.9363
1390.4374	872.6471
1408.2568	876.8398
