Name	CD3
Color	-65536
Coordinates	77
361.7177	111.2716
377.5582	116.5518
290.6111	30.6607
369.1099	3.2037
755.6200	265.1012
708.4503	202.4429
701.0580	215.4674
713.7305	86.2787
614.1108	3.2037
584.1898	44.7412
1040.4347	135.9125
1043.2507	100.7113
1030.5784	92.2629
1088.3085	107.7515
1093.2366	37.3489
1129.4939	152.1051
1200.9525	190.4745
1159.7670	211.2433
1205.1766	292.2062
1510.3225	397.5862
1689.1450	350.0645
1665.9121	345.1363
1746.5231	188.8426
1596.2136	227.2120
1777.8522	253.2609
1857.7592	462.3565
1887.6802	454.6122
1605.0139	461.3005
1689.1450	450.0361
1182.9703	458.4295
1202.4781	462.3311
1414.7230	403.0273
1400.6775	372.5952
1415.5034	334.3599
1505.2393	320.3143
1357.7603	319.5340
1412.3821	298.4655
1440.4734	310.1702
1730.7495	589.5220
1801.7578	538.8016
1553.6187	528.6576
1466.2236	580.9385
1449.8372	587.1810
1565.3232	643.3635
1365.5634	562.9913
1385.8516	843.9037
1054.9991	806.4487
1254.7590	707.3491
1698.7567	662.8713
403.6178	911.6253
612.7134	1042.2220
614.8255	1061.9347
680.2999	867.6237
695.4364	902.4730
790.8319	993.9963
806.3204	1063.6948
477.1331	772.7677
505.6733	791.0556
648.0973	827.3543
410.4030	612.8298
457.6744	582.8664
448.1829	592.7301
520.9619	416.0528
535.4011	408.6270
522.1995	333.9557
755.2894	340.1440
634.4127	362.4215
640.1884	383.8741
628.6370	429.2544
705.7836	431.7297
726.4109	402.0262
665.7664	459.7830
670.7169	451.1194
794.8940	416.4654
914.3427	303.1986
1218.3909	164.1698
1260.4708	188.9227
