Name	CD16
Color	-65536
Coordinates	79
1574.0065	239.9829
1885.3510	61.2914
1911.1013	97.9661
1797.1758	246.2254
1712.1217	271.1954
1574.7868	295.3851
1608.3402	626.2374
1573.2262	580.9793
1586.4915	516.2134
1364.1025	597.3658
1381.2694	540.4031
1406.2394	509.9709
1390.6331	455.3490
1327.4279	534.1606
1502.9981	382.7800
1186.1914	655.8893
1216.6235	644.9649
1084.7508	524.7968
954.4387	378.0981
1005.9393	702.7080
1030.9093	666.8136
926.3474	651.9877
1098.0161	613.7524
1057.4399	654.3286
1082.4099	650.4271
1158.8804	697.2458
1193.2142	609.0705
1221.3054	606.7296
1207.2598	561.4715
1069.1446	546.6456
1049.6367	496.7056
1339.9129	737.0417
1461.6415	759.6708
1707.4399	594.2446
1656.7196	626.2374
1279.8288	717.5339
1166.6836	727.6780
846.7556	863.4523
1223.6463	966.4535
1552.1577	992.2038
1608.3402	964.1125
1645.7952	958.6504
1908.2024	1064.9526
1247.1505	1120.7180
311.2554	350.6807
258.9754	343.7100
836.1209	274.9298
48.7860	19.7677
76.0969	45.5180
97.9457	58.0030
107.3094	79.0715
122.1353	89.2155
131.4991	73.6093
164.2722	63.4652
111.2110	164.9058
83.9000	104.8218
136.1810	197.6789
182.9997	203.1411
45.6647	277.2707
36.3010	313.1651
5.8688	305.3620
13.6719	445.0378
40.9829	497.3187
105.7488	249.9598
35.5207	296.7785
37.0813	343.5973
40.2026	466.1063
973.4558	673.6693
411.6311	999.0594
171.2950	1098.9394
407.7296	1195.6981
1553.2277	457.5228
1612.5315	398.9994
1463.4919	233.5732
1448.6659	423.9694
1447.8856	384.9538
1414.3322	535.5540
1756.1089	286.6345
1908.2698	319.4076
