Name	CD4
Color	-65536
Coordinates	40
241.5231	320.1879
237.6215	173.4892
250.1065	15.8662
175.1966	176.6105
214.2122	371.6885
206.4090	598.7593
696.4450	173.4892
878.2578	338.1351
1040.5627	441.9166
977.3574	452.8410
223.5759	247.6189
143.2038	19.7677
188.4619	594.8578
355.4487	776.6705
357.7896	806.3223
940.6827	459.8638
931.3190	496.5384
945.3646	635.4340
8.9901	1185.5540
179.8784	916.3463
313.3118	942.8770
778.3778	1079.4316
792.4234	1093.4772
1148.2458	1102.8409
1167.7536	1049.7797
1202.8676	1038.8553
1566.4930	936.6345
1767.8136	760.2839
1128.7380	674.4496
1129.5183	698.6393
1256.7091	757.1627
1309.7704	480.1519
1280.8988	512.1447
1584.4402	573.0090
1381.5591	244.4976
1739.7223	136.0342
1724.8964	110.2839
1846.6251	265.5660
1804.4882	291.3163
1008.5699	629.1915
