Name	K17-
Color	-65536
Coordinates	349
1787.1710	1038.0649
1764.5420	1051.3302
1738.7917	1056.7923
1725.5264	1097.3686
1744.2539	1121.5583
1667.7833	1137.1645
1639.6920	1037.2845
1681.8289	981.1021
1503.9177	1038.0649
1484.4099	1072.3986
1459.4399	1100.4898
1456.3187	1143.4070
1366.5828	1098.9292
1321.3247	1140.2857
1212.8613	1119.9976
1379.8481	972.5186
1442.2731	1003.7311
1407.1590	990.4658
1254.9982	1037.2845
1270.6044	1002.9508
1276.0666	948.3290
1294.0138	943.6471
1304.1578	934.2833
1328.3475	959.2533
1349.4159	921.7984
1431.3487	920.2377
1411.0606	890.5859
1366.5828	879.6615
1365.8025	859.3734
1482.8493	905.4118
1472.7052	853.1309
1539.0318	796.9484
1534.3499	822.6987
1885.4903	694.7275
1855.0582	715.0156
1891.7328	753.2509
1844.9141	684.5835
1807.4591	721.2581
1782.4891	743.1069
1736.4507	785.2437
1644.3739	779.7816
1670.9045	775.8800
1595.9945	867.1765
1633.4495	853.9112
1629.5480	872.6387
1690.4123	873.4190
1758.2995	878.1009
1798.0954	885.1237
1854.2779	846.8884
1859.7400	822.6987
1862.0810	1041.9664
1516.4027	732.1825
1544.4940	679.9016
1532.0090	619.0373
1509.3799	640.1057
1485.9705	697.8488
1736.4507	634.6435
1680.2683	688.4850
1769.2238	672.8788
1371.2647	782.9028
1424.3259	777.4406
1405.5984	743.8872
1273.7256	906.1921
1223.0054	906.9724
1266.7028	817.2365
1212.8613	801.6303
1164.4820	825.0397
1130.1482	812.5547
1164.4820	793.0469
977.9874	359.9736
937.4111	316.2762
893.7136	294.4274
1041.9730	1127.8008
1077.0870	1093.4670
1092.6932	1105.9520
1112.2010	1078.6411
1091.1326	1076.3002
1129.3679	1050.5499
1197.2551	996.7083
1153.5576	1013.8752
1155.1182	993.5871
1183.9898	969.3974
1199.5960	951.4502
1183.2094	931.9424
1113.7617	960.0336
1142.6332	911.6543
1134.8301	895.2677
1074.7461	960.0336
1048.2154	988.1249
1037.2911	1018.5571
1005.2983	983.4430
1041.9730	941.3062
974.0858	971.7383
952.2371	989.6855
921.8049	1054.4514
964.7221	1152.7707
942.8733	1178.5210
845.3343	1169.9376
829.7281	1187.1045
660.4003	1155.8920
593.2935	1159.0132
490.2923	1187.8848
447.3751	1182.4226
434.1098	1171.4982
350.6164	1140.2857
325.6464	1114.5354
313.1614	1087.2245
306.1386	1066.9364
351.3967	1061.4742
356.8589	1086.4442
371.6848	1039.6255
427.8673	1059.9136
404.4580	1095.0276
793.8337	980.3218
811.0006	1020.8980
825.0462	1063.8152
867.9634	1031.0421
781.3487	932.7227
739.9922	977.9808
764.9622	1041.9664
725.9465	1049.7695
690.0522	1048.2089
717.3631	1127.0204
722.8253	1093.4670
691.6128	1092.6867
664.3019	1095.0276
721.2647	1156.6723
799.2959	1136.3842
759.5000	1187.8848
1000.6164	884.3434
1097.3751	766.5162
1130.9285	765.7359
1032.6092	768.0769
1052.8973	741.5463
592.5132	1047.4286
552.7173	1048.2089
485.6104	1074.7395
677.5672	916.3362
678.3475	947.5487
737.6512	907.7527
729.8481	872.6387
702.5372	898.3890
704.0978	827.3806
677.5672	850.0096
661.9610	889.0252
657.2791	914.7755
637.7713	885.1237
612.0210	908.5330
626.8469	977.2005
600.3163	977.2005
524.6260	1030.2617
546.4748	1000.6099
525.4063	991.2461
441.1326	1012.3146
155.5384	1069.2773
142.2731	1101.2701
168.8037	1123.1189
111.0606	1156.6723
115.7425	1134.0432
248.3955	1092.6867
229.6680	1123.1189
224.9862	1073.9592
192.9934	1051.3302
138.3715	1028.7011
117.3031	1023.2389
148.5156	985.0036
139.1518	963.1549
111.0606	945.2077
125.8865	882.0024
341.2527	949.1093
402.1170	922.5787
413.0414	947.5487
374.0258	981.8824
357.6392	967.8368
341.2527	913.9952
217.1830	918.6771
279.6080	908.5330
604.2179	855.4718
564.4219	897.6087
529.3079	928.0409
514.4820	870.2978
624.5060	802.4106
665.0822	788.3650
718.9237	768.8572
767.3031	789.9256
837.5312	894.4874
817.2431	951.4502
828.1674	863.2749
896.8349	812.5547
862.5012	816.4562
962.3811	762.6147
981.1086	779.0012
907.7593	716.5763
910.8805	695.5078
402.1170	757.1525
321.7449	699.4094
794.6140	555.8320
736.0906	597.1885
115.7425	1058.3530
96.2347	1095.8080
92.3331	1054.4514
66.5828	1038.0649
33.0294	1038.0649
72.0450	963.9352
42.3931	917.8968
103.2575	906.9724
224.2059	797.7287
191.4328	777.4406
196.1146	833.6231
175.0462	846.1081
191.4328	864.8356
162.5612	890.5859
114.1819	839.0853
85.3103	732.9628
147.7353	743.1069
184.4099	697.8488
219.5240	689.2653
195.3343	643.2269
278.8277	721.2581
504.3379	810.2137
475.4664	824.2593
465.3223	857.0324
692.3931	744.6675
710.3403	706.4322
678.3475	689.2653
657.2791	725.9400
618.2635	743.1069
601.0966	714.2353
622.9453	715.0156
913.2215	762.6147
70.4844	767.2966
94.6740	803.9712
77.5072	590.1657
103.2575	556.6123
150.8565	617.4766
153.1975	569.0973
416.1626	541.7864
431.7689	567.5367
461.4207	587.0445
507.4592	646.3482
562.0810	639.3254
627.6272	683.8032
494.9742	689.2653
525.4063	665.0757
531.6488	784.4634
541.7929	764.9556
392.7533	694.7275
383.3895	659.6135
434.1098	651.8104
335.0102	571.4382
303.0174	558.9532
520.7245	1067.7167
465.3223	1060.6939
18.9838	681.4622
100.9165	662.7347
158.6596	452.0505
176.6068	419.2774
200.7965	445.0277
473.9057	474.6795
486.3907	413.0349
641.6728	384.9436
599.5360	352.9508
600.3163	427.8608
679.9081	580.8020
888.2515	623.7191
938.1914	525.3998
1002.1770	559.7335
753.2575	480.1417
764.1818	544.9076
777.4471	511.3542
855.4784	423.9592
779.0078	351.3902
782.9093	359.1933
306.9189	447.3686
504.3379	357.6327
458.2995	344.3674
438.7917	371.6783
372.4652	342.0265
346.7149	322.5187
109.5000	356.0721
122.7653	372.4586
122.7653	389.6255
101.6969	325.6399
85.3103	306.1321
55.6584	206.2521
201.5768	60.3338
253.0774	77.5007
666.6428	18.1969
562.0810	406.0120
594.8541	271.0181
591.7329	306.1321
645.5744	303.7912
700.1962	327.2005
583.9297	189.0853
488.7317	246.8284
473.9057	178.9412
429.4279	195.3278
410.7005	263.9952
412.2611	293.6471
507.4592	307.6927
471.5648	314.7155
276.4868	211.7143
285.8505	195.3278
334.2299	239.0253
81.4087	227.3206
384.9502	118.0769
319.4039	107.9328
413.8217	118.8572
328.7677	184.4034
471.5648	114.9556
568.3235	91.5463
544.1338	79.0613
529.3079	34.5835
623.7257	40.8260
681.4688	106.3722
718.1434	154.7516
737.6512	189.8656
726.7269	273.3590
794.6140	242.9268
858.5996	132.9028
1037.2911	69.6975
1061.4808	377.9208
1004.5180	134.4634
993.5936	84.5235
947.5552	107.9328
470.7845	443.4670
424.7461	503.5511
371.6848	529.3014
1181.5095	69.8749
1368.0041	85.4811
1319.6247	87.0417
1318.8444	40.2230
1422.6259	65.9733
1444.4747	121.3755
1587.2718	40.2230
1691.8336	36.3214
1755.0389	72.9961
1781.5695	71.4355
1771.4255	30.8593
1848.6764	146.3454
1807.3198	168.9745
1215.0629	347.6660
1306.3594	200.9673
973.9465	32.4199
955.9993	250.1270
1019.2046	309.4307
1343.8144	414.7728
1168.2442	46.4655
1186.9717	31.6396
