Name	CD4
Color	-65536
Coordinates	36
1447.0346	1065.7136
1688.1201	1045.2738
1664.0116	1036.8882
1687.0720	1014.3519
1897.2357	863.4114
1905.0972	838.2546
1889.3742	834.0619
1831.1992	769.5977
1775.6447	1122.8404
1057.6290	688.8864
1061.8218	679.4526
59.9173	1106.1739
82.0941	1071.3246
100.0467	1054.4280
113.0712	1047.0358
113.4232	1036.8274
198.2583	962.5527
126.0957	963.2567
239.4438	943.1920
110.6071	828.0838
112.7192	770.0017
144.0483	747.1209
157.4248	735.1524
44.0767	607.7238
169.3932	570.7624
179.2496	558.7940
185.2338	543.3055
183.1217	508.1042
82.4461	169.4679
402.0737	100.4734
1701.6116	238.8610
1679.7111	618.8700
1690.7172	646.1232
1709.5847	453.2547
1784.0068	535.0142
780.8940	396.8047
