Name	CD8
Color	-65536
Coordinates	33
1700.1744	816.2425
1604.2643	798.9472
1603.7402	810.4774
1340.1184	836.1582
1501.5409	740.7722
1738.9578	993.9121
1723.7589	1123.8886
1779.8375	955.6528
1860.5487	908.4839
1869.4584	762.2603
1170.8344	565.7231
1381.4884	708.3238
1302.8735	551.6182
1670.2670	633.9018
1668.1706	662.7272
174.6734	1155.1037
146.8644	1112.5101
33.1643	1091.7414
62.3814	1013.2425
81.0380	761.2014
37.0364	726.3521
134.1920	844.6284
115.5353	564.0742
161.2970	503.5280
21.1959	202.2051
38.7965	179.3242
3.9472	312.7371
1598.8881	34.9864
1856.8566	384.0737
1883.5856	473.6946
1720.0667	561.2191
1767.7597	628.3038
1506.2343	451.6824
