Name	CD3
Color	-65536
Coordinates	77
957.1551	26.5041
1350.4324	14.0191
1558.7758	5.4357
1641.4888	502.4945
1912.2571	416.6602
1913.0375	579.7454
1290.3484	693.6710
1331.7049	579.7454
1068.7398	478.3048
999.2920	532.1464
939.2079	665.5797
1262.2572	620.3216
1560.3364	688.2088
1669.5801	562.5785
1608.7157	444.7514
1614.7463	1123.3645
1880.4645	1070.4305
1877.3199	1045.7979
1849.0186	1057.8522
1876.7958	1010.6832
1800.8015	992.3398
1800.2774	951.9841
1822.2895	949.3637
1730.5722	913.2008
1658.2465	932.5925
1630.4693	1021.6893
1628.8970	991.8157
1594.3064	1018.5447
1484.7697	918.9659
1578.5834	855.0258
1601.6438	852.4053
1815.4762	741.8204
1792.9400	755.9711
1764.1145	785.8447
1906.6695	757.5434
1243.6841	1143.2803
1339.5943	883.3272
1414.0163	761.2121
1552.9026	741.8204
1559.1918	784.2724
1601.1197	900.0983
1599.0233	953.5564
1677.6382	836.1582
1706.4636	783.2242
1716.4215	762.2603
1012.5564	856.5981
47.9488	1118.1423
73.6458	1093.5014
97.9346	1130.1108
180.6577	1120.2544
202.4824	1055.4841
275.7011	1114.9742
250.3562	1175.1684
354.2000	1073.4367
127.1517	860.8210
103.5669	848.5005
108.1430	810.4832
200.0184	853.4287
79.6300	693.6149
84.5582	651.0214
180.6577	591.8832
216.9150	533.0971
7.4674	459.1744
138.0641	674.6062
217.6190	238.4624
460.8598	53.3036
1562.8370	498.3273
1482.1257	390.8869
1646.1688	491.5140
1685.4762	598.4302
1844.2782	563.8396
1875.2000	648.7437
1885.6820	501.9959
1784.5309	560.6950
1753.6091	563.3155
1696.4823	485.7489
1692.8136	456.9234
