Name	CD16
Color	-65536
Coordinates	114
1511.4988	1127.5573
1248.4010	1189.4010
1272.5096	1192.5456
1406.1548	995.4844
1407.7271	1018.0206
1506.2578	959.3215
1499.4445	915.8213
1493.6794	895.9055
1398.8175	796.3267
1289.8049	827.2486
1642.5235	750.2060
1873.1271	1152.1900
1595.3546	997.0567
1401.4380	751.7783
1333.8292	747.0614
1315.4857	866.0319
1001.0263	1100.3042
1096.4123	1162.1479
1144.6294	1172.1058
1214.3346	1133.3224
1024.0866	832.4896
1035.0927	869.1765
1086.9785	822.0076
947.0441	759.1157
1010.9841	799.4713
1018.3215	744.9650
972.7249	778.5074
874.1943	791.0857
747.3623	790.0375
628.9159	798.4231
1066.0145	627.0427
1095.8882	500.7348
1084.3580	526.4157
899.8751	627.5668
992.1166	578.3015
1042.9542	603.4583
132.4319	1129.0547
153.2007	1171.2963
300.3420	1021.3388
94.7665	913.2709
101.4548	876.6616
54.2851	894.9662
159.5369	766.4816
113.7752	650.3173
226.7713	589.4191
213.0428	551.4017
203.8905	509.8642
226.7713	498.5998
61.3253	503.1760
16.2677	411.6527
58.5092	324.0015
84.5582	307.4569
127.1517	316.9612
179.9536	285.9841
35.6284	263.8073
185.2338	168.0598
161.6490	216.9896
518.5899	328.2256
495.7091	305.3448
368.2805	276.8318
369.6885	234.9422
310.9024	59.2879
472.4763	37.1111
1468.3875	125.1315
1556.4361	272.4033
1460.0019	299.6565
1465.2429	327.9578
1740.3949	402.9040
1664.4005	410.2414
1872.4679	344.2049
1856.2208	316.9517
1673.3102	213.1801
1536.5203	148.7159
1466.8152	97.3542
1457.9055	54.9022
1436.4174	49.6612
1485.6827	84.2517
1605.7014	188.5475
1673.8343	161.2943
1606.3372	562.2673
1677.6147	510.9056
1667.1327	485.2248
1644.5965	474.2187
1619.9638	487.8453
1633.5904	422.3329
1823.8383	499.3755
1565.9816	310.6998
1374.6854	446.4414
1255.7149	521.3876
1334.3298	441.2005
834.3393	397.7002
879.4118	353.6759
876.2672	330.6155
701.7422	228.9403
671.8686	236.2777
645.6636	243.6151
904.0445	248.8561
939.6832	311.7480
936.0145	346.3385
917.6710	357.8687
1078.0453	397.7002
1190.7267	377.7845
1194.9194	387.7423
1112.1118	453.2547
1179.7206	455.3511
563.1870	168.1732
594.3994	59.7098
801.9625	119.7939
946.3202	116.6726
990.0177	8.2092
1121.8904	83.1192
1519.0693	117.4529
1364.5675	278.1972
1324.7716	369.4937
