Name	K17-
Color	-65536
Coordinates	356
115.2182	1183.2317
144.0897	1187.1332
175.3022	1176.9892
160.4763	1185.5726
130.8244	1149.6782
185.4463	1138.7539
151.8928	1124.7082
137.0669	1108.3217
208.0753	1119.2461
226.8028	1094.2761
200.2722	1086.4729
177.6431	1064.6242
148.7716	1070.8667
126.9228	1082.5714
225.2422	1065.4045
233.0453	1050.5786
243.9697	1041.2148
256.4547	1027.9495
272.0609	1002.1992
281.4246	968.6458
258.0153	969.4261
258.7956	942.1152
235.3862	948.3577
210.4162	953.0396
185.4463	953.0396
172.1809	979.5702
155.7944	999.8583
157.3550	1013.1236
137.8472	1037.3133
524.1017	1180.8907
513.9576	1138.7539
285.3262	942.8955
279.0837	911.6830
261.1365	917.1452
243.1893	923.3877
224.4619	899.1980
195.5903	916.3649
219.7800	919.4862
215.8784	881.2509
229.1437	853.1596
205.7344	846.9171
236.1665	832.8715
226.0225	818.8259
247.0909	805.5606
286.1065	808.6818
294.6899	821.1668
333.7056	821.1668
305.6143	925.7287
326.6827	917.9255
339.9480	902.3193
355.5543	901.5390
368.0393	889.0540
395.3502	898.4177
384.4258	895.2965
385.2062	871.8871
406.2746	874.2281
425.0021	870.3265
460.8964	896.8571
475.7224	898.4177
485.8664	884.3721
496.0105	867.2052
496.0105	846.9171
465.5783	864.0840
485.0861	814.1440
457.7752	813.3637
435.9264	832.0912
418.7596	807.1212
409.3958	825.0684
393.7896	839.1140
387.5471	815.7046
377.4030	783.7119
342.2890	793.0756
315.7584	791.5150
307.1749	772.0072
290.0081	772.7875
261.1365	780.5906
252.5531	763.4237
279.0837	756.4009
258.7956	744.6962
278.3034	731.4309
284.5459	706.4610
261.9168	696.3169
253.3334	717.3853
269.7200	678.3697
297.8112	687.7335
293.9096	669.0060
275.1821	665.8847
338.3874	657.3013
313.4174	644.8163
294.6899	627.6494
279.8640	605.8007
310.2962	611.2629
320.4402	623.7479
334.4859	612.0432
361.0165	627.6494
346.9709	600.3385
318.0993	583.1716
286.8868	584.7323
300.9324	562.1032
509.2758	879.6902
520.2001	898.4177
536.5867	898.4177
542.0489	879.6902
563.8976	896.0768
584.1857	913.2437
603.6935	928.0696
601.3526	896.0768
622.4210	908.5618
634.1257	887.4934
613.0573	864.8643
637.2470	858.6218
623.2013	836.7731
657.5351	832.0912
683.2854	846.1368
692.6491	802.4393
702.7932	827.4093
704.3538	788.3937
730.8844	765.7647
763.6575	793.0756
733.2254	784.4922
726.9829	812.5834
744.9300	834.4321
770.6803	825.0684
787.0669	841.4549
797.2109	820.3865
908.7956	750.9387
903.3334	772.0072
837.7872	815.7046
817.4991	804.7803
815.9384	825.8487
858.0753	805.5606
880.7043	794.6362
878.3634	816.4850
921.2806	784.4922
943.9096	778.2497
968.0993	803.2197
991.5087	806.3409
975.1221	772.0072
1002.4330	770.4465
996.1905	744.6962
979.0237	736.1128
762.0969	738.4537
408.6155	776.6890
369.5804	578.9828
384.2552	564.3080
358.0502	547.5369
360.1466	526.5729
330.7970	506.1330
315.0741	519.2355
297.7788	523.9524
405.2191	541.2477
422.5144	532.3380
405.2191	508.7535
381.6347	502.4643
364.8635	486.7414
426.1831	456.8677
419.8939	480.9763
433.5205	500.8920
440.8579	526.5729
429.8518	566.9285
406.7914	565.3562
421.9903	584.2238
485.4063	581.6033
462.3459	572.1695
451.3398	586.8443
460.7736	539.1513
476.4966	542.2959
473.3520	514.5186
456.5808	512.4222
472.3038	497.2233
499.5570	487.2655
497.9847	521.8560
528.9065	531.2898
506.8943	541.2477
508.4666	570.0731
