Name	CD4
Color	-65536
Coordinates	41
1376.1963	1128.9564
1138.3399	155.2976
1205.4246	247.0149
687.0906	376.9915
759.9404	342.9250
756.7958	359.1721
989.4958	247.0149
701.2413	261.6897
735.3078	275.8404
693.9039	184.1230
589.0841	245.9667
729.0186	341.8768
844.8445	23.7487
1027.7550	101.8395
442.3364	276.8886
567.5961	193.0327
787.1936	315.1478
554.4936	338.7322
940.8774	143.6005
954.3539	137.6898
502.0624	192.3052
575.3836	239.4334
566.4740	420.2476
54.9533	555.9893
135.1404	645.8416
247.8217	920.4695
663.4323	803.0713
575.3836	645.3175
13.0253	642.1729
661.3359	846.0475
703.7879	814.0774
178.7990	1002.4252
94.4190	985.6540
95.9913	1007.1421
176.1785	977.7925
617.4699	1021.8168
638.9580	1027.5819
647.3436	1006.0939
81.8407	1000.3288
731.1994	854.6292
746.3983	894.9849
