Name	CD3
Color	-65536
Coordinates	62
1268.7560	1064.4922
1667.0713	1125.2877
1416.6366	224.4786
1235.8224	94.5021
1182.3643	115.9901
1146.7255	197.7496
1119.4724	231.8160
1062.3456	53.0982
1073.8758	86.1165
1035.0924	120.7070
1071.2553	143.2433
1018.3213	216.6172
1035.6165	280.0331
845.3686	310.9550
910.3568	231.2919
892.0134	160.0145
879.9591	163.1591
870.5253	174.1651
669.2713	87.6888
646.7350	79.3032
46.6416	302.5694
103.7684	105.5082
340.6611	110.2250
382.5891	51.5260
413.5109	133.8095
433.9508	125.9480
575.4575	117.5624
573.8852	124.3757
769.3742	200.8942
743.6933	54.1464
754.1753	36.8512
796.6273	41.0440
602.1866	8.0257
636.3549	65.1056
513.5399	441.2116
40.2785	419.9549
26.6519	432.0092
33.4652	610.2029
42.3749	631.1668
58.0978	582.9497
357.3584	803.5954
415.0093	843.4270
405.5755	857.5776
464.7987	735.9866
462.1782	716.0709
426.0154	705.0648
605.7814	670.4743
567.5222	604.4378
520.8773	515.3409
100.5499	760.0952
29.7965	978.6445
7.2602	948.7709
57.0497	960.3011
75.3931	954.0119
556.5161	957.6806
592.1548	654.7513
200.1287	664.7092
466.0053	1052.2146
432.9870	1075.2749
610.6566	1180.0948
406.2580	905.4668
758.4526	643.9414
