Name	CD8
Color	-65536
Coordinates	39
1058.9593	127.3950
949.7156	228.0553
1087.0506	42.3410
1294.6136	64.9701
1481.8885	166.4107
1461.6004	164.8500
1349.2354	195.2822
1321.9245	350.5643
1207.9989	452.7852
1242.3327	458.2474
1206.4383	519.1117
852.1766	680.6363
1729.2474	460.5883
1555.2378	434.8380
1580.9881	443.4215
1713.6412	169.5319
1862.6808	92.2810
1727.6868	247.5631
117.9029	503.5055
82.0086	572.1730
429.2475	384.1177
416.7625	309.2078
443.2931	325.5943
532.2487	345.8824
399.5956	185.9185
713.2811	160.1682
719.5236	68.0913
182.5596	760.0097
385.4407	801.3662
246.5452	813.8512
1040.1226	758.4491
838.8021	746.7444
458.0098	770.1537
568.0338	756.8884
150.5668	1072.1345
221.5752	728.0169
1168.8741	816.9725
1093.1838	821.6543
1114.2522	1004.2474
