Name	CD16
Color	-65536
Coordinates	236
1910.2798	13.4695
1901.6964	81.3566
1879.8477	135.1982
1900.9161	164.0697
1815.0818	150.8044
1801.0361	82.1369
1821.3243	207.7672
1778.4071	160.9485
1751.0962	169.5319
1744.0734	141.4407
1731.5884	124.2738
1774.5055	106.3266
1735.4899	96.1826
1718.3231	84.4779
1712.8609	101.6447
1687.8909	100.8644
1693.3531	59.5079
1657.4587	31.4167
1501.3963	33.7576
1596.5944	176.5547
1414.7817	246.0025
1470.9641	256.1465
1528.7072	331.8368
1556.7985	334.9581
1586.4503	338.8596
1643.4131	388.7996
1541.1922	372.4131
1450.6760	347.4431
1410.0998	395.8224
1302.4167	384.1177
1292.2727	409.8680
1316.4623	427.8152
1296.1742	480.0961
1265.7420	532.3770
1236.0902	546.4227
1238.4311	516.7708
1232.1886	483.2174
1247.0145	443.4215
1261.0602	480.8764
1178.3471	462.1489
1172.8849	393.4815
1149.4755	434.8380
1112.0206	357.5871
1168.9833	338.0793
1147.1346	295.1622
983.2691	227.2750
920.0638	213.2294
997.3147	103.2054
1099.5356	76.6748
1064.4215	66.5307
1109.6796	12.6892
1041.7925	44.6820
910.7000	50.9245
867.7829	161.7288
1114.3615	99.3038
1145.5740	75.1141
1168.9833	38.4395
1188.4911	18.9317
1203.3171	25.9545
1403.8573	39.2198
1468.6232	50.9245
1392.9329	185.1381
1391.3723	150.0241
1420.2438	206.2066
1374.2054	224.1537
1408.5392	269.4119
1552.1166	263.9497
1568.5031	300.6243
1648.0950	334.1778
1765.1418	522.2330
1722.2246	502.7252
1798.6952	491.0205
1704.2774	576.0745
1807.2786	712.6291
1727.6868	672.0529
1705.8381	726.6747
1104.9977	719.6519
1080.0278	692.3410
1100.3159	672.0529
1080.8081	671.2726
974.6856	689.2198
967.6628	669.7120
895.8741	704.0457
877.9269	624.4539
825.6460	679.0757
1033.9893	617.4311
1090.9521	590.9004
1142.4527	602.6051
1322.7048	531.5967
1345.3339	505.8464
1023.0650	583.8776
984.8297	552.6651
996.5344	577.6351
924.7456	540.1802
895.0938	528.4755
923.9653	481.6567
891.1922	468.3914
998.0950	443.4215
1012.1406	468.3914
849.8357	247.5631
835.0098	154.7060
11.0002	5.6664
377.7469	49.3638
376.1862	24.3938
598.5752	25.1742
660.2198	4.8860
777.2667	84.4779
749.1754	65.7504
648.5152	280.3362
605.5980	304.5259
590.7721	262.3890
588.4311	230.3962
629.7877	239.7600
564.2415	220.2522
497.1346	268.6315
451.0962	282.6772
385.5500	249.9040
351.2162	311.5487
85.9101	349.7840
72.6448	245.2222
121.0242	233.5175
86.6904	412.9893
45.3339	484.7780
82.0086	505.8464
57.0386	417.6712
28.1670	391.1405
42.2127	455.1261
29.6184	832.5787
89.7024	878.6171
40.5428	717.0925
119.3543	804.4875
131.0590	777.9569
164.6124	792.0025
177.8777	833.3590
256.6892	876.2762
82.6796	996.4443
126.3771	1037.8008
69.4143	1072.9148
61.6112	1101.7864
52.2475	1136.9004
40.5428	1161.8704
33.5200	1189.9617
209.8705	1026.0961
227.8177	1046.3842
280.0986	1094.7636
283.2198	1018.2930
336.2811	1161.8704
298.0458	1161.0901
355.0086	1179.0373
476.7373	1183.7192
426.7973	1192.3026
406.5092	1172.0145
482.1994	1105.6879
532.9197	1000.3458
520.4347	1149.3854
562.5716	1162.6507
545.4047	1141.5823
983.9401	1180.5979
962.8717	1193.8632
964.4323	1148.6051
958.9701	1093.9833
732.6796	1155.6279
693.6640	1155.6279
618.7541	1124.4154
518.8741	1183.7192
470.4948	1156.4082
592.2234	1062.7708
643.7240	992.5427
613.2919	953.5271
525.1166	809.1693
564.1322	869.2534
496.2451	849.7456
599.2463	815.4118
649.1862	804.4875
816.1730	730.3578
824.7565	847.4046
815.3927	895.7840
731.1190	863.0109
919.9545	951.9665
864.5524	937.1405
884.0602	1126.7564
1080.6988	1097.1045
1043.2438	1031.5583
1026.0770	1002.6867
1023.7360	951.9665
987.8417	924.6555
930.8789	906.7084
1012.0314	831.7984
1005.0086	772.4947
989.4023	792.0025
951.1670	745.1838
1131.4191	880.9581
1146.2450	860.6699
1067.4335	906.7084
1079.9185	873.9353
838.0218	1104.9076
1413.8921	1061.9905
1612.8717	1139.2414
1623.7961	1152.5067
1722.1154	1153.2870
1731.4791	1109.5895
1756.4491	1089.3014
1778.2979	1054.9677
1799.3663	1069.0133
1814.1922	1083.0589
1832.1394	1136.1201
1869.5944	1088.5211
1850.8669	988.6411
1903.9281	925.4358
1911.7312	893.4431
1834.4803	916.8524
1847.7456	898.1249
1725.2366	1026.8764
1710.4107	1061.2102
1741.6232	1009.7096
1684.6604	1085.3998
1676.8573	1028.4370
1639.4023	1054.1873
1630.0386	1014.3914
1636.2810	996.4443
1694.0241	957.4286
1714.3123	930.8980
1728.3579	940.2618
1723.6760	970.6940
1733.8201	874.7156
1732.2594	846.6243
1630.8189	900.4659
1868.0337	738.9413
1850.0866	777.1765
1840.7228	802.9268
1711.9713	693.6832
1228.1778	1006.5883
1204.7685	1019.8536
1196.9653	989.4214
1219.5944	967.5727
1102.5476	751.4262
