Name	K17-
Color	-65536
Coordinates	107
203.4196	15.1265
174.5480	6.5430
144.8962	7.3233
313.4436	29.1721
550.6585	47.8996
533.4916	65.0664
531.9310	23.7099
503.0594	49.4602
503.8398	90.8167
746.5168	427.9116
787.8734	430.2525
784.7521	403.7219
763.6837	398.2597
772.2671	386.5550
719.2059	381.8732
704.3800	402.1613
685.6525	387.3353
685.6525	418.5478
666.1447	406.8431
653.6597	434.9344
604.5000	424.0100
631.8109	475.5106
674.7281	479.4122
916.6249	480.1925
914.2839	513.7459
943.9358	501.2609
73.1075	547.2993
32.5312	587.0952
1222.6321	374.3197
1238.2383	361.0544
1235.1171	341.5466
1221.0714	335.3041
1199.2227	356.3726
1175.8133	397.7291
1122.7521	432.0628
1097.0018	413.3353
1107.9262	404.7519
1093.8806	371.9788
1039.2587	315.7963
1056.4256	303.3113
1061.8878	318.9176
1074.3728	226.0604
1014.2887	272.8792
1013.5084	295.5082
1101.6837	210.4542
1132.8962	180.8023
1157.0858	167.5370
1190.6393	173.7795
1323.2923	240.8864
1295.9814	204.9920
1334.2167	268.1973
1320.1711	291.6066
1293.6405	331.4026
1267.1098	304.8720
1254.6249	325.9404
1266.3295	350.9104
1461.4076	479.6619
1494.9610	478.1012
1496.5216	496.8287
1557.3860	477.3209
1564.4088	507.7531
1586.2575	482.0028
1587.8181	505.4122
1613.5684	476.5406
1613.5684	492.1469
1633.0762	469.5178
1661.1675	464.8359
1693.9406	551.4506
1683.7965	563.9356
1653.3643	574.8599
1633.8565	584.2237
1596.4016	577.2009
1518.3703	602.9512
1758.7065	457.8131
1763.3884	318.1373
1750.9034	343.8876
1695.5012	379.7819
1789.9190	388.3653
1778.2143	433.6235
1874.9730	466.3966
1911.6477	454.6919
1883.5564	425.0400
1913.9886	409.4338
1819.5708	368.8575
1828.1543	298.6295
1828.9346	272.0988
1287.9280	1074.0940
1270.5013	1067.1233
1249.5893	1019.4904
1233.3244	1047.3731
981.2185	1197.2425
934.7474	1185.6247
878.9820	1187.9483
510.6983	511.7933
506.0512	547.8084
536.2574	541.9995
537.4192	587.3089
470.0360	562.9115
733.7597	462.9986
1799.4699	1186.7005
1292.2670	1049.3655
599.8813	770.5669
582.7145	758.8622
622.5104	788.5141
628.7529	764.3244
575.6917	806.4612
575.6917	774.4684
