Name	CD16
Color	-65536
Coordinates	28
1158.8339	929.3109
1268.8947	858.0334
1293.5273	841.2622
1276.7562	788.3282
1313.9673	791.9969
1409.3533	728.5809
284.1125	855.9370
318.7031	873.2322
361.1551	948.7025
337.0465	954.4676
103.8224	967.5701
484.3184	909.3951
725.9280	815.0573
688.1929	862.2261
729.0726	771.5570
91.7682	599.1284
103.2984	619.5683
496.5999	29.5024
828.3546	60.9484
1477.7134	190.4008
1479.2856	166.2923
1646.4733	40.5085
1877.0768	214.5094
1875.5045	165.2441
1549.5149	335.0522
1685.2566	662.6141
666.3242	1064.4011
639.5952	1063.8771
