Name	K17+ TUMOR
Color	-65536
Coordinates	74
1131.3861	176.7166
1175.8638	207.1488
1184.4473	118.1932
1190.6898	23.7755
1413.0787	108.8295
1403.7150	143.9435
1482.5265	292.2028
1463.0187	320.2941
1529.3452	323.4153
1517.6406	506.0083
1527.0043	542.6830
1557.4365	59.6698
1244.5313	243.8235
1273.4029	240.7022
1280.4257	174.3757
1308.5169	189.2016
992.4905	474.0155
951.1340	520.0540
669.4413	598.8655
635.8879	531.7586
675.6838	417.8331
621.0619	466.2124
615.5998	437.3409
398.6730	284.3997
786.4881	282.8391
616.3801	332.7791
333.1268	430.3181
337.8086	392.0828
378.3849	385.0600
131.8062	552.8271
92.0103	841.5425
103.7150	882.1188
475.1436	759.6098
552.3945	781.4585
576.5841	768.1932
909.7774	808.7694
952.6946	729.9579
1070.5217	1048.3253
1113.4389	1155.2280
802.8747	1189.5618
749.0331	1105.2880
372.1424	1145.0840
324.5433	1185.6602
159.8975	1166.1524
198.9131	1074.8559
226.2240	1106.8487
255.0956	1106.0684
201.2540	1169.2736
158.3369	1042.0828
553.1748	820.4741
1034.6274	1078.7574
995.6118	1025.6962
1138.4089	826.7166
1122.8026	718.2532
1135.2876	754.1476
266.8002	601.2064
862.1784	1060.0299
864.5193	1144.3036
1275.7438	890.7022
1215.6598	758.0492
1381.0859	627.7370
1422.4425	612.1308
1463.0187	594.9639
1532.4665	722.9351
1885.1676	1092.0227
1875.0235	1077.9771
1206.2960	1099.8259
986.2480	534.8799
946.4521	566.0924
1168.0607	519.2736
1215.6598	88.5414
1340.5097	46.4045
764.6394	58.1092
1330.1703	851.7866
