Name	CD16
Color	-65536
Coordinates	254
244.3942	156.3314
544.7030	33.1681
662.6253	8.5354
805.7043	71.9514
801.5115	105.4937
775.3066	165.2410
761.1559	150.5663
585.5827	267.9645
559.3778	288.9284
718.7039	296.2658
521.6426	337.6696
631.7034	367.5433
705.0773	437.7726
711.8906	381.6940
483.3834	413.6640
455.6062	410.5194
536.3174	445.6341
519.0221	473.4113
520.0703	491.2307
733.3787	466.0739
693.0230	492.8030
658.9566	485.4656
272.6956	426.7665
258.5449	409.9953
234.4363	385.3627
247.5388	358.1095
262.7377	266.3922
282.1294	260.1030
470.8050	287.3561
123.8514	412.6158
51.5258	462.4052
66.7246	415.2363
11.6942	440.3931
87.6886	354.4408
69.3451	336.6214
70.3933	305.6996
99.7429	311.4647
67.7728	273.2055
56.7668	290.5007
222.9062	251.1933
145.8636	134.8433
170.4963	114.9275
247.0147	135.3674
253.8280	121.7408
377.5154	125.4095
553.6127	57.2766
669.4386	351.2962
554.1368	331.3805
547.8476	345.5311
552.5645	380.6458
535.7933	380.6458
499.1064	403.1820
547.3235	305.6996
204.5627	535.8335
326.6778	529.0202
330.3465	544.7432
367.0334	560.9903
352.8827	540.0263
390.6179	585.0988
439.3591	543.1709
502.2510	554.7011
502.7751	580.3819
473.4255	666.8583
582.4381	587.1952
575.6248	551.0324
561.9983	524.8274
532.6487	516.4418
718.1798	501.7671
631.1793	703.0211
319.3404	647.4666
313.0512	667.3824
299.4246	674.1957
170.4963	803.1240
365.9852	836.1423
375.4190	860.7749
405.8167	859.2026
432.0217	883.3112
410.5336	901.6547
478.6665	931.5283
467.6604	938.8657
516.4016	964.0225
499.1064	938.3416
527.4077	874.4015
363.8888	945.1549
325.1055	949.3477
292.6113	977.1249
221.3339	985.5105
59.3873	983.4141
592.3960	759.0997
41.4107	1022.1188
71.8084	1025.2634
116.8809	1078.7215
150.4233	1130.0833
146.7546	1072.4324
129.9834	1116.9808
118.4532	1117.5049
99.5856	1115.9326
91.2001	1148.9508
87.0073	1182.4932
9.4406	1189.3064
8.3924	1169.9148
30.4046	1110.1675
433.9609	1190.8787
416.6656	1064.5709
444.4428	1061.9504
509.9552	1157.8605
538.7807	1090.2517
788.7759	1138.9929
804.4989	1123.2700
802.9266	998.0103
799.7820	1024.2152
774.1012	998.5344
644.6487	1072.4324
258.3877	1008.4923
278.8275	1011.6369
1061.8316	943.5040
1035.1025	955.0342
1081.2232	919.9195
1163.5068	883.2326
1140.9705	1185.1137
1163.5068	1165.1979
1198.0973	1192.9751
1294.5315	1096.0168
1281.4291	1027.8839
1436.0383	1190.3546
1458.0505	1147.3785
1500.5025	1041.5105
1486.3518	1062.9986
1431.8455	1005.3477
1607.4187	1170.4389
1595.3644	1195.5956
1650.3948	1029.4562
1653.5394	992.2452
1667.6901	990.1488
1669.2624	957.1306
1636.7682	941.9317
1513.0809	1073.4806
1488.4482	1130.6074
1482.1590	1168.8666
1540.8581	1112.7880
1700.7083	952.4137
1415.0743	941.4076
1416.6466	915.7267
1216.4408	829.7745
1253.6518	783.6538
1270.9471	799.9008
1326.5016	801.4731
951.7708	819.8166
936.0478	834.4914
930.8068	847.0697
1514.6532	815.0997
1519.8942	789.4189
1534.5689	801.4731
1545.0509	760.0693
1687.0818	714.9968
1674.5034	688.2677
1692.3227	685.6472
1608.9910	886.9013
1619.9971	879.0398
1596.4126	874.8470
1573.3523	851.7866
1525.6592	922.0159
1528.8038	888.4736
1814.9619	1043.6069
1822.2993	1014.7815
1841.1669	1049.3720
1845.3597	1025.2634
1863.7031	1014.7815
1862.1308	998.5344
1872.0887	952.9378
1880.9984	921.4918
1823.8716	927.2569
1817.0583	906.8170
1864.7513	863.8409
1759.4074	831.8709
1660.8768	768.9790
1573.8764	1045.1792
1595.3644	1059.8540
1609.5151	1054.0889
1499.4543	982.8114
1515.1773	966.5643
1167.1755	657.8700
1525.1351	593.9299
1560.2498	589.7371
1759.4074	600.2191
1824.9198	622.7553
1910.8721	528.9416
1892.0045	492.2547
1836.9741	478.1040
1841.1669	450.3267
1827.0162	460.2846
1708.0457	413.1157
1762.0279	368.5673
1838.0223	358.0853
1894.6250	357.5612
1865.2754	378.5252
1875.7574	390.0554
1906.6793	376.9529
1590.1234	441.4171
1566.0149	423.5977
1612.1356	420.9772
1640.4369	323.4948
1539.2858	441.9412
1352.7065	558.2912
1355.8511	708.1835
1225.8746	606.5083
1205.9588	574.5382
1162.9827	567.7249
1111.6210	598.6468
1311.3027	478.1040
1314.4473	499.5921
1315.4955	451.3749
1396.2068	309.8682
1388.3453	349.1756
1203.3383	391.6277
1252.0795	387.4349
1127.3439	470.7666
1102.7113	482.8209
1091.7052	453.4713
1085.9401	555.1466
1494.2133	26.3306
1460.1469	29.9993
1465.9119	7.4630
1435.5142	16.8968
1447.0444	3.2702
1230.5915	136.9155
1239.5011	119.0961
1238.9770	156.8313
1792.9498	172.0301
1805.0041	162.0723
1804.4800	144.7770
1819.6788	132.1986
1601.6536	71.4031
1914.0167	284.1873
1891.4804	274.7536
1876.2815	284.1873
1117.3861	110.7105
1118.9584	79.7887
1132.5849	75.0718
1125.7716	9.5594
1016.7590	37.3367
996.8433	43.6259
999.9879	23.1860
920.3248	97.6081
876.8246	124.3371
849.0473	383.7662
864.2462	342.8864
977.9757	352.8443
969.5901	293.0970
1237.9288	286.2837
994.9578	1062.4912
1027.9760	1101.2745
997.5783	1099.7022
1011.2049	1078.7382
